id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"27584",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-035","38000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27585",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-036","42000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27586",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-037","42000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27587",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-038","42000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27588",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-039","42000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27589",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-040","62000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27590",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-041","48000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27591",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-042","48000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27592",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-043","48000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27593",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150424-0010","340000.00",\N,\N,"12个月","10.80",\N,"大数据风控 + 担保公司100%本息担保","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27594",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150424-044","51000.00",\N,\N,"3个月","9.60",\N,"车辆抵(质)押 + 担保公司100%本息","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27595",\N,\N,\N,"信必贷20150427002","340000.00",\N,\N,"12个月","10.80",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27596",\N,\N,\N,"车必贷20150427001","80000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"一次付息到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27597",\N,\N,\N,"车必贷20150427002","42000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27598",\N,\N,\N,"车必贷20150427003","42000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27599",\N,\N,\N,"车必贷20150427004","55000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27600",\N,\N,\N,"车必贷20150427005","44000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27601",\N,\N,\N,"车必贷20150427006","55000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27602",\N,\N,\N,"车必贷20150427007","44000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27603",\N,\N,\N,"车必贷20150427008","38000.00",\N,\N,"3个月","9.30",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27604",\N,\N,\N,"车必贷20150427009","44500.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27605",\N,\N,\N,"车必贷20150427010","55000.00",\N,\N,"3个月","9.30",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27606",\N,\N,\N,"车必贷20150427011","44500.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27607",\N,\N,\N,"车必贷20150427012","44500.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27608",\N,\N,\N,"车必贷20150427013","44500.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27609",\N,\N,\N,"车必贷20150427014","44500.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27610",\N,\N,\N,"车必贷20150427015","42000.00",\N,\N,"3个月","9.30",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27611",\N,\N,\N,"信必贷20150427005","167000.00",\N,\N,"12个月","10.80",\N,"新项目垫资","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27612",\N,\N,\N,"信必贷20150427001","100000.00",\N,\N,"12个月","10.80",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27613",\N,\N,\N,"信必贷20150427006","34000.00",\N,\N,"12个月","10.80",\N,"房屋装修","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27614",\N,\N,\N,"车必贷20150427016","69000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27615",\N,\N,\N,"信必贷20150427007","34000.00",\N,\N,"12个月","10.80",\N,"用于家电置换","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27616",\N,\N,\N,"保必贷BBD-JKDB-JHDB-20150428-001","2000000.00",\N,\N,"6个月","9.60",\N,"补充流动资金","上海骏合融资担保股份有限公司",\N,"固定日还息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27617",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150429-004","120000.00",\N,\N,"3个月","9.30",\N,"购置材料","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27618",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150429-005","60000.00",\N,\N,"1个月","9.00",\N,"结婚装修","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27619",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150430-001","30000.00",\N,\N,"3个月","9.30",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27620",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150430-002","250000.00",\N,\N,"3个月","9.30",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27621",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-002","89000.00",\N,\N,"12个月","10.80",\N,"借款用于代理新品牌垫资","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27622",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-003","67000.00",\N,\N,"12个月","10.80",\N,"车辆购买","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27623",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150430-003","345000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27624",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-004","223000.00",\N,\N,"12个月","10.80",\N,"用于公司流动资金的补充","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27625",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-005","34000.00",\N,\N,"12个月","10.80",\N,"房屋装修","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27626",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-006","150000.00",\N,\N,"12个月","10.80",\N,"项目管理","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27627",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-007","334000.00",\N,\N,"12个月","10.80",\N,"新接订单，需要前期资金投入","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27628",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-008","223000.00",\N,\N,"12个月","10.80",\N,"采购原材料需要资金","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27629",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-009","56000.00",\N,\N,"12个月","10.80",\N,"房屋装修","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27630",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-0010","56000.00",\N,\N,"12个月","10.80",\N,"工程项目垫资","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27631",\N,\N,\N,"培训贷PXD-JK-20150430-001","8000.00",\N,\N,"12个月","12.00",\N,"学习","上海骏合融资担保股份有限公司",\N,"一次扣息，每月还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27632",\N,\N,\N,"培训贷PXD-JK-20150430-002","13000.00",\N,\N,"12个月","10.80",\N,"学习","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27633",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-011","120000.00",\N,\N,"12个月","10.80",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27634",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-012","56000.00",\N,\N,"12个月","10.80",\N,"采购夏装","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27635",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-013","34000.00",\N,\N,"12个月","10.80",\N,"配偶生意在筹备新店，需要资金","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27636",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150430-014","23000.00",\N,\N,"12个月","10.80",\N,"装修房子","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27637",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150504-001","70000.00",\N,\N,"3个月","9.30",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27638",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150504-002","84000.00",\N,\N,"3个月","9.30",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27639",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150505-001","100000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27640",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150505-001","150000.00",\N,\N,"12个月","10.80",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27641",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150505-002","200000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27642",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150505-002","45000.00",\N,\N,"12个月","10.80",\N,"进货","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27643",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150506-001","56000.00",\N,\N,"12个月","10.80",\N,"用于公司流动资金","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27644",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150508-002","112000.00",\N,\N,"12个月","10.80",\N,"筹划新开门店","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27645",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150506-001","150000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27646",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150506-002","170000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27647",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150507-001","300000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27648",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150507-001","45000.00",\N,\N,"12个月","10.80",\N,"借款人与其兄长合伙新开一店面，准备增加厨","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27649",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150507-002","190000.00",\N,\N,"1个月","9.00",\N,"资金周转","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27650",\N,\N,\N,"信必贷XBD-JKDB-JHDB-20150507-002","180000.00",\N,\N,"12个月","10.80",\N,"公司经营","上海骏合融资担保股份有限公司",\N,"等额本息",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27651",\N,\N,\N,"车必贷CBD-JKDB-JHDB-20150507-003","100000.00",\N,\N,"3个月","9.30",\N,"购置材料","上海骏合融资担保股份有限公司",\N,"先息后本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"27652",\N,\N,\N,"保必贷BBD-JKDB-JHDB-20150507-001","3900000.00",\N,\N,"6个月","9.60",\N,"经营周转","上海骏合融资担保股份有限公司",\N,"固定日还息，到期还本",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
